30 Days of Night,Independent,50,57,Monster Force,Horror,2855,5587,39.568,35.936,75.504,32,2.3595,15.6
Stardust,Paramount,76,86,Quest,Adventure,2540,3610,38.634,96.925,135.559,70,1.936557143,9.16
The Brave One,,43,65,Rivalry,Action,2755,4889,36.793,32.993,69.786,70,0.996942857,13.5
The Heartbreak Kid,Paramount,30,41,Love,Comedy,3229,4342,36.787,90.979,127.766,60,2.129433333,14
Smokin' Aces,Universal,27,64,Pursuit,Action,2218,6599,35.787,21.316,57.103,17,3.359,14.6
Good Luck Chuck,Lionsgate,3,61,Love,Comedy,2612,5226,35.017,24.174,59.191,25,2.36764,13.7
Zodiac,Paramount,89,73,Pursuit,Thriller,2362,5671,33.08,51.705,84.785,65,1.304384615,13.4
Mr. Magorium's Wonder Emporium,Independent,36,56,Transformation,Fantasy,3164,3043,32.061,37.413,69.474,25,2.77896,9.63
We Own the Night,Sony,55,63,Sacrifice,Drama,2362,4583,28.563,26.363,54.926,21,2.61552381,10.8
Mr. Brooks,MGM,56,75,Temptation,Thriller,2453,4083,28.549,19.572,48.121,20,2.40605,10
The Nanny Diaries,The Weinstein Company,33,52,Discovery,Comedy,2629,2845,25.93,21.807,47.737,20,2.38685,7.5
Nancy Drew,Independent,49,61,The Riddle,Thriller,2612,2615,25.612,5.054,30.666,20,1.5333,6.9
The Mist,The Weinstein Company,72,64,Monster Force,Horror,2423,3686,25.594,31.698,57.292,18,3.182888889,8.9
The Reaping,,9,53,Quest,Horror,2603,3851,25.126,37.644,62.77,40,1.56925,10
Grindhouse,The Weinstein Company,82,86,pursuit,Action,2624,4419,25.037,0.384,25.421,53,0.479641509,11.6
Sicko,The Weinstein Company,93,87,quest,Documentary,702,5128,24.54,11.548,36.088,9,4.009777778,3.6
Across the Universe,Independent,54,84,Love,Romance,954,4009,24.343,5.023,29.366,45,0.652577778,3.8
The Hills Have Eyes 2,Independent,11,50,Monster Force,Horror,2447,3958,20.804,16.662,37.466,15,2.497733333,9.7
Vacancy,Sony,55,46,Pursuit,Comedy,2551,2980,19.363,15.937,35.3,19,1.857894737,7.6
Waitress,Independent,89,67,Love,Romance,605,3327,19.074,3.104,22.178,2,11.089,2
Into the Wild,Paramount,82,90,quest,Drama,658,3249,18.354,37.9,56.254,15,3.750266667,2.1
Walk Hard: The Dewey Cox Story,Sony,75,55,Comedy,Comedy,2650,1575,18.317,2.258,20.575,35,0.587857143,4.1
Next,Paramount,29,59,Pursuit,Thriller,2725,2617,18.211,57.855,76.066,70,1.086657143,7.1
Hostel: Part II,Lionsgate,44,45,Escape,Horror,2350,3490,17.609,18.01,35.619,10,3.5619,8.2
The Kite Runner,Paramount,66,85,Maturation,Drama,715,2243,15.8,57.475,73.275,20,3.66375,1.6
Happily N'Ever After,Lionsgate,4,43,Maturation,Animation,2381,2775,15.589,22.496,38.085,47,0.810319149,6.6
The Invasion,Warner Bros.,19,43,Monster Force,Sci-Fi,2776,2143,15.074,25.096,40.17,80,0.502125,5.6
Lions for Lambs,Independent,27,48,Quest,Drama,2215,3025,15.002,48.213,63.215,35,1.806142857,6.7
Daddy Day Camp,Sony,1,63,Comedy,Comedy,2332,1459,13.235,4.962,18.197,6,3.032833333,3.4
Shoot 'Em Up,Warner Bros.,67,66,Pursuit,Action,2108,2711,12.807,14.013,26.82,39,0.687692308,5.7
The Darjeeling Limited,Fox,67,79,Journey and Return,Drama,698,2523,11.902,23.176,35.078,17.5,2.004457143,1.8
In the Land of Women,Warner Bros.,43,72,Transformation,Comedy,2155,2186,11.052,6.509,17.561,10,1.7561,4.7
Dragon Wars (aka D-War),Mediaplex,27,44,Monster Force,Action,2277,2213,10.977,64.131,75.108,75,1.00144,5
Pathfinder: Legend of the Ghost Warrior,,11,41,Rescue,Action,1720,2907,10.232,20.59,30.822,26,1.185461538,5
The Dark Knight,Warner Bros.,94,96,Revenge,Thriller,4366,36283,534.858,469.7,1004.558,185,5.430043243,158.4
Iron Man,Paramount,94,91,Metamorphosis,Action,4105,24024,318.762,266.762,585.524,186,3.147978495,98.62
Indiana Jones and the Kingdom of the Crystal Skull,Paramount,77,59,Pursuit,Action,4260,23507,317.101,469.534,786.635,185,4.252081081,100.1
Hancock,Sony,40,67,Discovery,Action,3965,15789,227.946,396.44,624.386,150,4.162573333,62.6
WALL-E,Disney,96,89,love,Animation,3992,15803,223.808,297.503,521.311,180,2.896172222,63.09
Kung Fu Panda,Paramount,88,83,Underdog,Animation,4114,14642,215.434,416.309,631.743,200,3.158715,60.24
Madagascar: Escape 2 Africa,Paramount,64,73,Journey and Return,Animation,4056,15559,180.01,423.889,603.899,150,4.025993333,63.11
Twilight,Summit,49,82,Love,Romance,3419,20368,192.769,199.846,392.615,37,10.61121622,69.64
Quantum of Solace,MGM,64,62,Revenge,Action,3451,19568,168.368,417.722,586.09,230,2.548217391,67.5
Dr. Seuss' Horton Hears a Who!,Fox,79,75,rescue,Animation,3954,11384,154.529,142.608,297.137,85,3.495729412,45
